epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,2069.55,0.6468,0.45587,1.01252,0.75252,0.75001,0.75154,0.49601,1.21933,1.01481,1.31072,0.00055188,0.00055188,0.00055188
64,2102.51,0.65286,0.45628,1.01063,0.77963,0.71944,0.7626,0.51778,1.16963,0.97064,1.27613,0.000537733,0.000537733,0.000537733
65,2135.64,0.61579,0.43783,0.98942,0.71952,0.79118,0.73919,0.48968,1.19609,1.05058,1.30216,0.000523586,0.000523586,0.000523586
66,2168.44,0.61167,0.44231,0.98557,0.71419,0.69051,0.7067,0.45109,1.3362,1.12863,1.43023,0.000509438,0.000509438,0.000509438
67,2201.82,0.62101,0.45511,0.99186,0.78697,0.75227,0.76197,0.5123,1.25316,1.03441,1.33925,0.000495291,0.000495291,0.000495291
68,2233.44,0.62025,0.44409,0.99278,0.72476,0.74168,0.74768,0.48859,1.27501,1.04708,1.35982,0.000481144,0.000481144,0.000481144
69,2267.8,0.61968,0.4294,0.98939,0.78211,0.71406,0.79041,0.50635,1.25755,0.97303,1.35143,0.000466997,0.000466997,0.000466997
70,2301.49,0.59834,0.44388,0.98962,0.70776,0.83242,0.8006,0.55196,1.14011,0.9316,1.25932,0.00045285,0.00045285,0.00045285
71,2335,0.58513,0.42258,0.9853,0.75106,0.74988,0.77348,0.52748,1.19828,0.94293,1.3314,0.000438703,0.000438703,0.000438703
72,2367.3,0.59003,0.42793,0.98575,0.73007,0.75675,0.77963,0.50092,1.30005,0.94377,1.40336,0.000424556,0.000424556,0.000424556
73,2400.46,0.58194,0.4093,0.97628,0.72237,0.74742,0.74066,0.48647,1.28477,1.04133,1.39112,0.000410409,0.000410409,0.000410409
74,2433.85,0.55144,0.39725,0.9698,0.75551,0.70433,0.72026,0.47561,1.306,1.10971,1.41787,0.000396262,0.000396262,0.000396262
75,2468.55,0.5697,0.39618,0.97099,0.80432,0.68127,0.74289,0.50135,1.21061,1.09692,1.32092,0.000382115,0.000382115,0.000382115
76,2502.23,0.57923,0.40796,0.98251,0.79402,0.71131,0.76216,0.49384,1.28065,1.0044,1.40006,0.000367967,0.000367967,0.000367967
77,2533.7,0.54185,0.38885,0.96028,0.84137,0.72799,0.80508,0.53725,1.20125,0.90444,1.32886,0.00035382,0.00035382,0.00035382
78,2566.57,0.55243,0.40042,0.96016,0.79624,0.75282,0.79235,0.50301,1.26206,0.92201,1.35341,0.000339673,0.000339673,0.000339673
79,2598.83,0.55437,0.40601,0.96801,0.79865,0.75269,0.78375,0.50071,1.29137,0.91556,1.38287,0.000325526,0.000325526,0.000325526
80,2631.99,0.56371,0.4125,0.9689,0.74492,0.79936,0.78362,0.50907,1.25241,0.9152,1.36169,0.000311379,0.000311379,0.000311379
81,2664.59,0.53548,0.37915,0.95388,0.76042,0.74945,0.76641,0.5171,1.22901,0.96388,1.35164,0.000297232,0.000297232,0.000297232
82,2698.46,0.55379,0.40443,0.97146,0.78128,0.69355,0.75351,0.50611,1.27277,0.98274,1.38702,0.000283085,0.000283085,0.000283085
83,2729.57,0.54431,0.38213,0.96156,0.73537,0.74827,0.75691,0.49072,1.30265,1.05804,1.392,0.000268938,0.000268938,0.000268938
84,2763.1,0.52108,0.37736,0.95658,0.73332,0.74592,0.75421,0.49849,1.28485,1.0279,1.3799,0.000254791,0.000254791,0.000254791
85,2794.46,0.51976,0.38012,0.9447,0.74259,0.76949,0.77337,0.52655,1.2136,0.96327,1.32369,0.000240644,0.000240644,0.000240644
86,2826.65,0.52391,0.37914,0.95652,0.76798,0.79091,0.81101,0.54607,1.19408,0.88166,1.29979,0.000226497,0.000226497,0.000226497
87,2858.83,0.50476,0.35953,0.93799,0.75857,0.79178,0.80429,0.52377,1.22725,0.91438,1.33246,0.000212349,0.000212349,0.000212349
88,2891.02,0.48668,0.34963,0.93755,0.76129,0.75057,0.7857,0.52115,1.25416,0.92047,1.3585,0.000198202,0.000198202,0.000198202
89,2923.34,0.51024,0.36548,0.9452,0.83342,0.74463,0.79751,0.53337,1.21668,0.91888,1.33144,0.000184055,0.000184055,0.000184055
90,2955.77,0.48429,0.35532,0.9323,0.78706,0.76567,0.78482,0.52159,1.22649,0.92596,1.3583,0.000169908,0.000169908,0.000169908
91,2993.32,0.42249,0.25801,0.87543,0.75863,0.74321,0.76383,0.49833,1.31637,0.92475,1.44531,0.000155761,0.000155761,0.000155761
92,3024.72,0.41276,0.24576,0.86271,0.75674,0.7755,0.78537,0.51905,1.26194,0.92296,1.3964,0.000141614,0.000141614,0.000141614
93,3057.61,0.38885,0.23199,0.85367,0.76725,0.78393,0.7895,0.53516,1.18997,0.93699,1.32237,0.000127467,0.000127467,0.000127467
94,3089.53,0.36373,0.22245,0.84086,0.77944,0.78345,0.79436,0.52888,1.22055,0.92714,1.34406,0.00011332,0.00011332,0.00011332
95,3120.96,0.37352,0.2263,0.84742,0.78308,0.77685,0.79642,0.53224,1.18598,0.91938,1.32532,9.91726e-05,9.91726e-05,9.91726e-05
96,3153.82,0.35331,0.22217,0.83346,0.769,0.78233,0.79421,0.52338,1.2128,0.92276,1.34833,8.50255e-05,8.50255e-05,8.50255e-05
97,3185.85,0.36116,0.22161,0.84412,0.82773,0.73682,0.79763,0.52956,1.20355,0.92794,1.34337,7.08784e-05,7.08784e-05,7.08784e-05
98,3217.58,0.3465,0.21992,0.84822,0.8386,0.72975,0.80107,0.52917,1.2045,0.9175,1.35279,5.67313e-05,5.67313e-05,5.67313e-05
99,3249.44,0.34466,0.21556,0.83096,0.82371,0.7324,0.80427,0.52941,1.20123,0.91418,1.34726,4.25842e-05,4.25842e-05,4.25842e-05
100,3280.84,0.34725,0.20993,0.84124,0.82034,0.74607,0.80755,0.5357,1.19041,0.90952,1.33698,2.84371e-05,2.84371e-05,2.84371e-05
